"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"145","Shed","pounds","and","build","work","relationships","through","sweatworking,","not","networking:","https://t.co/alaHrKsiZU","https://t.co/vhfVubRniT",NA,NA,NA,NA,NA,NA,NA,NA
"146","Hey","#WhartonGrad,","join","our","12/9","@WhartonAlumni","webinar:","Leading","the","Life","You","Want","w/","prof.","@StewFriedman:","https://t.co/yW8dknyWqA",NA,NA,NA,NA
"147","#WEMBA","students","gain","new","perspectives","on","#entrepreneurship","in","#Israel:","https://t.co/Ugs87hIywj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Now","on","@LinkedInPulse:","The","Economics","of","#Football","(both","pointed","and","round):","https://t.co/YrMbXww0kz","by","Dean","@garrett_geoff",NA,NA,NA,NA,NA
"149","What","Starbucks'","#redcup","controversy","tells","us","about","retail,","religion,","&amp;","customer","experience:","https://t.co/kwILgJqzzu","https://t.co/jNU7ujpXfn",NA,NA,NA,NA,NA,NA
"150","With","#AppleTV","+","@Coursera","we’re","extending","our","#MOOC","availability","to","the","home:","https://t.co/29u015VvU4","#EdTech","https://t.co/iOufaYIXcw",NA,NA,NA,NA,NA
"151","What","distinguishes","growth","laggards","from","leaders?","Read","George","Day’s","#InnovationProwess","from","@WhartonDigital:","https://t.co/vfZWR3oZG5",NA,NA,NA,NA,NA,NA,NA
"152","Skill","or","luck?","That’s","the","question","for","@FanDuel","and","@DraftKings:","https://t.co/UqtxxSl21O","via","@whartonknows","#fantasyfootball",NA,NA,NA,NA,NA,NA
"153","Are","American","department","stores","losing","their","way?","Prof.","@barbarakahn","weighs","in:","https://t.co/cTKlLDlR3i","via","@bizjournals",NA,NA,NA,NA,NA,NA
"154","See","what","Tiffany","Chang","#W19","learned","on","her","YouthHack","#Philly","#Startup","tour:","https://t.co/uEPO4g6PBs",NA,NA,NA,NA,NA,NA,NA
"155","Want","to","stay","on","top","of","#socialimpact","news?","Make","sure","to","sign","up","for","our","newsletter.","
https://t.co/F50QmK5wGw",NA,NA,NA
"156",".@whartonknows","that","all","inequality","is","not","created","equal,","especially","with","#microfinance","and","gender:","https://t.co/ssQdRgDCsz",NA,NA,NA,NA,NA,NA
"157","Switchback:","The","#startup","strategy","that","might","be","right","for","you:","https://t.co/vF5KjCiMR7","via","@BNDarticles",NA,NA,NA,NA,NA,NA,NA
"158","Another","#Philadelphia","first!","We're","proud","to","be","part","of","a","World","Heritage","City:","https://t.co/mBk4J9Bsaw",NA,NA,NA,NA,NA,NA
"159","Have","you","heard","about","the","@WhiteHouse","Act","on","Climate","Pledge","that","@Penn","signed","last","week?","https://t.co/VC9slEC9VE",NA,NA,NA,NA
"160","Check","out","this","month's","Wharton","#PublicPolicy","Initiative","monthly","update:","https://t.co/K6AWWbG9Ze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Have","you","read","@whartonmagazine's","profile","on","some","of","our","current","students","making","waves?","https://t.co/aCdLs4pjiT","https://t.co/UBqmmAmEgL",NA,NA,NA,NA,NA
"162","On","10/23","the","world-wide","@Penn","community","shared","their","day","on","#Instagram:","https://t.co/XpWlixAzyx","#PennDayInLife","https://t.co/RVk09ocTfx",NA,NA,NA,NA,NA,NA
"163","Can","#entrepreneurship","restore","trust","in","voting?","We","asked","Gregory","Miller","of","@TrustTheVote:","https://t.co/pgi5LREGO6","https://t.co/XcUSkoV2Gs",NA,NA,NA,NA,NA,NA
"164","We","agree!","Enjoy:","https://t.co/lB41oy1L2L","#SoundCloud
https://t.co/OlfYmGxEcK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Now","you","can","listen","to","the","best","of","@Wharton","@BizRadio111","for","free","every","week!","https://t.co/oPX3V3u38T","https://t.co/x1Mhwda5F0",NA,NA,NA,NA
"166","Conversations","on","#Leadership","is","a","must-read","for","anyone","who","wants","to","understand","today’s","business","leaders:","https://t.co/LSLEkiBOPV",NA,NA,NA,NA
"167","Have","any","questions","about","your","#EMBA","application?","Join","our","Admissions","Tips","webinar","Thurs,","Dec","3rd:","https://t.co/Uk9q8E7OZ8",NA,NA,NA,NA
"168","Some","of","our","courses","made","@PoetsAndQuants'","list","of","best","#MOOCs","for","November:","https://t.co/CGRHFxDNZ2",NA,NA,NA,NA,NA,NA,NA
"169","Can","#tech","restore","trust","in","voting?","We","asked","Gregory","Miller","of","@TrustTheVote:","https://t.co/pgi5LREGO6","https://t.co/eqEdRGNzpJ",NA,NA,NA,NA,NA,NA
"170","Research","by","profs","@katy_milkman","&amp;","@j1berger","reveals","the","anatomy","of","a","#Twitterstorm:","https://t.co/We9pvyaHFC",NA,NA,NA,NA,NA,NA,NA
"171","Have","questions","about","your","#EMBA","application?","Get","answers","during","our","Admissions","Tips","webinar","Thurs,","Dec","3rd:","https://t.co/Uk9q8E7OZ8",NA,NA,NA
"172","Our","case","competition","winners","will","present","their","water","infrastructure","proposal","@USTreasury:","https://t.co/iKptOjzDG8","https://t.co/nC2ENO4D3Y",NA,NA,NA,NA,NA,NA,NA
"173","Prof.","@barbarakahn","discusses","the","top","#retail","trends","this","holiday","season:","https://t.co/VFfDj4hnhL","#Periscope",NA,NA,NA,NA,NA,NA,NA,NA
"174","We're","proud","to","be","leading","the","way","with","an","increasing","number","of","women","in","our","#MBA","program:","https://t.co/DAYFQQEqPy","via","@businessbecause"
"175","Have","questions","about","your","#EMBA","application?","Register","for","our","Admissions","Tips","webinar","on","Thurs,","Dec","3rd:","https://t.co/Uk9q8E7OZ8",NA,NA,NA
"176","Conversations","on","#Leadership","is","a","must-read","for","anyone","who","wants","to","understand","today’s","business","leaders:","https://t.co/LSLEkiBOPV",NA,NA,NA,NA
"177","On","10/23","the","world-wide","@Penn","community","shared","their","day","on","#Instagram:","https://t.co/XpWlixAzyx","#PennDayInLife","https://t.co/Rv4K0YmdCv",NA,NA,NA,NA,NA,NA
"178","With","#AppleTV","+","@Coursera","we’re","extending","our","#MOOC","availability","to","the","home:","https://t.co/29u015VvU4","#EdTech","https://t.co/AA59QF0qlj",NA,NA,NA,NA,NA
"179","It’s","about","making","a","bigger","pie","and","better","lives","for","all","of","us,","not","just","for","individual","women.","https://t.co/YxSXdCUt0n","#socialimpact"
"180","The","new","issue","of","the","@whartonmagazine","is","out!","Read","it","here:","https://t.co/hgdDaxARHv",NA,NA,NA,NA,NA,NA,NA,NA
"181","'Tis","the","season","for","outrage?","Prof.","@j1berger","thinks","so","when","it","comes","to","the","#Starbucks","#RedCup","controversy:","https://t.co/c0xfwGmSQh",NA,NA
"182","Is","now","the","best","time","to","have","a","baby","in","#corporate","America?","@whartonknows","digs","in:","https://t.co/C8stk0symF","https://t.co/3qofJJXZyv",NA,NA,NA
"183","Prof.","@barbarakahn","shares","the","top","#retail","trends","this","holiday","season:","https://t.co/VFfDj4hnhL","#blackfriday","#Periscope",NA,NA,NA,NA,NA,NA,NA
"184",".@WhartonDigital's","Conversations","on","Leadership","book","is","out,","featuring","@AdamMGrant","and","@mikeuse.","Get","it","now!","https://t.co/p8fv7QlLrB",NA,NA,NA,NA,NA
"185","All","@WhartonAlumni","are","invited","to","join","our","12/9","webinar:","Leading","the","Life","You","Want,","with","prof.","@StewFriedman:","https://t.co/yW8dknQxi8",NA,NA
"186","So","you","want","to","be","a","product","manager?","Karthik","Sridharan","#W07,","CEO","of","@Kinnek,","says","to","keep","this","in","mind:"
"187","Prof.","@barbarakahn","discusses","the","top","#retail","trends","this","holiday","season:","https://t.co/VFfDj4hnhL","#blackfriday","#Periscope",NA,NA,NA,NA,NA,NA,NA
"188","Happy","Friday!","Are","you","following","Wharton's","world-class","faculty?","Here's","the","list:","https://t.co/WYECFwa7kw","#FollowFriday","#FF",NA,NA,NA,NA,NA,NA
"189","We're","proud","to","be","part","of","#AppleTV's","first","foray","into","online","learning","w/","partner","@Coursera:","https://t.co/29u015VvU4","#MOOC","#EdTech",NA,NA
"190",".@whartonmagazine","has","written","about","a","#whartongrad","working","on","a","#digital","#health","cure","for","insurance","marketing:","https://t.co/IGu8HUVAV5",NA,NA,NA,NA
"191","#EMBA","students","“broaden","horizons”","on","#SouthAfrica","class","trip.","See","what","they","learned:","https://t.co/Cs5umK9DrK",NA,NA,NA,NA,NA,NA,NA
"192","Shed","pounds","and","build","work","relationships","through","sweatworking,","not","networking:","https://t.co/alaHrKJUou","https://t.co/ZepRDPCFr4",NA,NA,NA,NA,NA,NA,NA,NA
"193","Why","Dean","@garrett_geoff","believes","in","#immigration","for","America:","https://t.co/E1rfzDvFHr","https://t.co/cAvvtB8E4r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","We're","thankful","for","our","student","#veterans.","Hear","this","special","#VeteransDay","rebroadcast","from","@BizRadio111:","https://t.co/qsUCuklkdk",NA,NA,NA,NA,NA,NA
"195","Durreen","Shahnaz","(@durreen)","#WG95","on","the","convergence","of","business","and","peace-building:","https://t.co/OS6WHH2oqd","#ImpInv","https://t.co/ukx8PcyYYl",NA,NA,NA,NA,NA,NA
"196","Is","#FantasyFootball","skill","or","luck?","That’s","the","legal","question","for","#DFS","leagues","like","FanDuel","&amp;","DraftKings:","https://t.co/UqtxxSl21O",NA,NA,NA
"197","Move","over","gravy!","Dean","@garrett_geoff","says","America's","secret","sauce","is","its","#immigration-innovation","nexus:","https://t.co/E1rfzDNgyZ",NA,NA,NA,NA,NA,NA
"198","We're","thankful","for","our","student","#Veterans.","Listen","to","this","special","#VeteransDay","rebroadcast","on","@BizRadio111:","https://t.co/qsUCuklkdk",NA,NA,NA,NA,NA
"199","Hey","#WhartonGrad,","join","our","12/9","webinar:","Leading","the","Life","You","Want","led","by","prof.","@StewFriedman:","https://t.co/yW8dknQxi8",NA,NA,NA,NA
"200","Cyclical","factors","causing","#millennials","to","delay","buying","homes","will","wear","off,","but","they","take","time","to","wear","off:","https://t.co/14QuCm9gdo",NA
"201","Congrats","to","prof.","@StewFriedman","on","winning","the","@thinkers50","2015","Talent","Award:","https://t.co/e0DXDWnPVA",NA,NA,NA,NA,NA,NA,NA,NA
"202","The","secret","sauce","of","the","US","economy?","Dean","@Garrett_Geoff","says","it's","America’s","unique","#immigration-innovation","nexus:","https://t.co/E1rfzDNgyZ",NA,NA,NA,NA
"203","Another","#Philadelphia","first!","We're","proud","to","be","part","of","a","World","Heritage","City:","https://t.co/mBk4J9Bsaw",NA,NA,NA,NA,NA,NA
"204","Make","sure","you","get","your","copy!","
https://t.co/0U5edNqCQU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Check","out","our","new","#PublicPolicy","brief","on","the","potential","effect","of","offering","lump","sums","for","@SocialSecurity:","https://t.co/2zvn9NK0xD",NA,NA,NA
"206","Now","is","probably","a","good","time","for","American","business","to","look","more","seriously","at","Africa.","–Dean","@garrett_geoff","https://t.co/N2zv8Hzmx1",NA,NA
"207","On","10/23","the","world-wide","@Penn","community","shared","their","day","on","#Instagram:","https://t.co/XpWlixAzyx","#PennDayInLife","https://t.co/6XkjtCTDwv",NA,NA,NA,NA,NA,NA
"208","Jenna","Harrington","#WG16","is","pursuing","an","#EMBA","with","help","from","her","company:","https://t.co/BXEPqn5PtM","https://t.co/Dmlc7uLvs0",NA,NA,NA,NA,NA,NA
"209","Our","case","competition","winners","will","present","their","water","infrastructure","proposal","@USTreasury:","https://t.co/iKptOjzDG8","https://t.co/cqa3CyYtJz",NA,NA,NA,NA,NA,NA,NA
"210","Find","a","job","where","there","is","room","to","grow","inside","the","organization...That","seems","like","a","smarter","career","strategy.","https://t.co/u29tRQI2q0",NA
"211",".@whartonmagazine","has","a","Watch","List","of","books","written","by","our","alumni:","https://t.co/uxuDUz8KRM","#WhartonGrad",NA,NA,NA,NA,NA,NA,NA
"212","Dean","@garrett_geoff","has","a","new","@LinkedInPulse","article","about","his","trip","to","#India:","https://t.co/4au5dELaQt",NA,NA,NA,NA,NA,NA,NA
"213","Conversations","on","#Leadership","is","a","must-read","for","anyone","who","wants","to","understand","today’s","business","leaders:","https://t.co/LSLEkikdYn",NA,NA,NA,NA
"214","With","#AppleTV","+","@Coursera","we’re","extending","our","#MOOC","availability","to","the","home:","https://t.co/29u016d7iE","#EdTech","https://t.co/7UATCVXVDz",NA,NA,NA,NA,NA
"215","Catch","this","@BizRadio111","re-broadcast","tonight","at","11pm","EST!","#Retail","#BlackFriday","#CyberMonday
https://t.co/VqqrJibwXy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","#WEMBA","students","gain","new","perspectives","on","#entrepreneurship","in","#Israel:","https://t.co/Ugs87hIywj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","#Thanksgiving","is","a","reminder","that","thankfulness","is","a","key","to","business","health.","https://t.co/5MEsgeM87Q",NA,NA,NA,NA,NA,NA,NA
"218","#Entrepreneurship","is","hot","among","our","#EMBA","students,","and","was","their","focus","during","Global","Business","Week","in","Israel:","https://t.co/Ugs87hIywj",NA,NA
"219","What","distinguishes","growth","laggards","from","growth","leaders?","Read","George","Day’s","#InnovationProwess","from","@WhartonDigital:","https://t.co/vfZWR3oZG5",NA,NA,NA,NA,NA,NA
"220","Have","a","Plan","B?","Prof.","@katy_milkman","explains","why","they","may","make","us","less","motivated.","More","on","@hiddenbrain:","https://t.co/7k1M6V9aJ1",NA,NA
"221","Build","better","work","relationships","through","sweatworking","not","networking:","https://t.co/alaHrKsiZU","via","@NewsWorksWHYY","https://t.co/yURHcYVlzo",NA,NA,NA,NA,NA,NA,NA,NA
"222","Our","students","wear","gender","identities","on","their","sleeves:","https://t.co/3zjmhTlTFP","#Out4Biz","#LGBT","#TDOR","https://t.co/63psqQQixy",NA,NA,NA,NA,NA,NA,NA
"223","Research","by","profs","@katy_milkman","&amp;","@j1berger","reveals","the","anatomy","of","a","#Twitterstorm","like","#addmaleauthorgate:","https://t.co/We9pvyaHFC",NA,NA,NA,NA,NA
"224","Prof.","@StewFriedman","shares","insights","on","LinkedIn","from","his","most","recent","@BizRadio111","show:","https://t.co/TcMp4lA4RO",NA,NA,NA,NA,NA,NA,NA
"225","'Tis","the","season","for","outrage?","Prof.","@j1berger","thinks","so","when","it","comes","to","the","#Starbucks","#RedCup","controversy:","https://t.co/c0xfwGmSQh",NA,NA
"226","Our","case","competition","winners","will","present","their","water","infrastructure","proposal","@USTreasury:","https://t.co/iKptOjzDG8","https://t.co/17dxfTIAu3",NA,NA,NA,NA,NA,NA,NA
"227","Midnight","madness!","Watch","our","holiday","#retail","replay","on","#Periscope","with","prof.","@barbarakahn.","#blackfriday","#cybermonday
https://t.co/Bhcr0Y2vqw",NA,NA,NA,NA,NA,NA
"228","Can","#India","be","the","next","#China?","Dean","@garrett_geoff","shares","his","opinion","with","the","@EconomicTimes:","https://t.co/CpkiWJsAyR",NA,NA,NA,NA,NA
"229","With","#AppleTV","+","@Coursera","we’re","extending","our","#MOOC","availability","to","the","home:","https://t.co/29u015VvU4","#EdTech","https://t.co/ITItS9FUli",NA,NA,NA,NA,NA
"230",".@whartonknows","when","using","#socialmedia,","beware","of","the","invisible","audience:","https://t.co/oT0NQUbq3c","#tbt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","So","you","want","to","be","a","product","manager?","Karthik","Sridharan","#W07,","CEO","of","@Kinnek,","says","to","keep","this","in","mind:"
"232","Children","start","forming","their","preferences","for","brands","at","a","very","early","age.","https://t.co/s0a5R0DKtO",NA,NA,NA,NA,NA,NA,NA
"233","LIVE","on","#Periscope:","Interview","with","Prof.","Barbara","Kahn","on","the","holiday","shopping","season","","https://t.co/HRCKYI3IQB",NA,NA,NA,NA,NA
"234",".@WhartonSchoolPR","is","LIVE","on","#Periscope","at","2:30","ET","w/","prof.","@barbarakahn","talking","holiday","shopping","#BlackFriday",NA,NA,NA,NA,NA
"235","View","all","of","our","#MBA","Admissions","Virtual","Events","here!","https://t.co/vVVmp1ymNW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Another","#Philadelphia","first!","We're","proud","to","be","part","of","a","World","Heritage","City:","https://t.co/mBk4J9Bsaw",NA,NA,NA,NA,NA,NA
"237","Breaking","undersea","cables...could","disrupt","90%","of","global","Internet","traffic","and","financial","transactions","–Prof.","Meyer","
https://t.co/5WwEhLMe2v",NA,NA,NA,NA,NA
"238","Conversations","on","#Leadership","is","a","must-read","for","anyone","who","wants","to","understand","today’s","business","leaders:","https://t.co/LSLEkiBOPV",NA,NA,NA,NA
"239","On","10/23","the","world-wide","@Penn","community","shared","their","day","on","#Instagram:","https://t.co/XpWlixAzyx","#PennDayInLife","https://t.co/2dv5iSDS5F",NA,NA,NA,NA,NA,NA
"240","Having","an","improvisational","mindset","and","giving","yourself","a","fresh","start","can","lead","to","better","habits,","says","our","#research:","https://t.co/yOu0ui3Tgm",NA
"241","Think","adding","kale","to","your","grocery","cart","means","you","will","eat","healthier?","Think","again:","https://t.co/CA8jbf0CGM","#research",NA,NA,NA,NA
"242","The","new","issue","of","the","@whartonmagazine","is","out!","Read","it","here:","https://t.co/hgdDaxARHv",NA,NA,NA,NA,NA,NA,NA,NA
"243","Cyclical","factors","causing","#millennials","to","delay","buying","homes","will","wear","off,","but","they","take","time","to","wear","off:","https://t.co/14QuCm9gdo",NA
"244","Why","it","doesn’t","take","a","#nonprofit","career","to","make","a","difference","at","work.","Have","you","experienced","this?","https://t.co/0D8v9SxzfK","via","@FastCompany"
"245","Have","a","Plan","B?","Prof.","@katy_milkman","explains","why","they","may","make","us","less","motivated.","More","on","@hiddenbrain:","https://t.co/7k1M6V9aJ1",NA,NA
"246","Prof.","@StewFriedman","has","a","new","@LinkedInPulse","blog","out","about","his","most","recent","@BizRadio111","show.","Check","it","out:","https://t.co/TcMp4lA4RO",NA,NA
"247","We'll","be","on","@periscopeco","talking","w/","prof.","@barbarakahn","about","#holiday","shopping","tomorrow","at","2:30","EST.","Check","back","to","see","the"
"248","Use","this","formula","to","quickly","gain","anyone's","trust:","https://t.co/4Dr73dES1c,","with","#research","from","prof.","@ME_Schweitzer",NA,NA,NA,NA,NA,NA
"249","#Thanksgiving","is","a","reminder","that","thankfulness","is","a","key","to","business","health.","https://t.co/5MEsgeM87Q",NA,NA,NA,NA,NA,NA,NA
"250","We're","proud","to","be","part","of","#AppleTV's","first","foray","into","online","learning","w/","partner","@Coursera:","https://t.co/29u015VvU4","#MOOC","#EdTech",NA,NA
"251","Great","insight","from","#WhartonGrad","Beth","Kaplan,","President","&amp;","COO","of","@RenttheRunway","#W80","#WG81","@WWIB","
https://t.co/fGY1bGArIU",NA,NA,NA,NA,NA
"252","We","can","learn","to","predict","future","events,","according","to","prof.","Philip","Tetlock:","https://t.co/ukKTcuYTaU",NA,NA,NA,NA,NA,NA,NA
"253","The","Twitter","user","is","very","open","to","hearing","from","business”","–@RussLaraway","#WG05.","More","of","his","@DigitalShow111","interview:","https://t.co/Fra6IlMuZK",NA,NA
"254","Congrats","to","prof.","@StewFriedman","on","winning","the","@thinkers50","2015","Talent","Award:","https://t.co/e0DXDWnPVA",NA,NA,NA,NA,NA,NA,NA,NA
"255",".@WhartonDigital's","Conversations","on","Leadership","book","is","out,","featuring","@AdamMGrant","and","@mikeuse.","Get","it","now!","https://t.co/p8fv7QlLrB",NA,NA,NA,NA,NA
"256","On","10/23","the","world-wide","@Penn","community","shared","their","day","on","#Instagram:","https://t.co/XpWlixAzyx","#PennDayInLife","https://t.co/4kqoqB3Nfa",NA,NA,NA,NA,NA,NA
"257",".@ruthreichl","on","life","post-Gourmet:","To","work","myself","out","of","feeling","my","job","defined","me...was","the","most","important","thing","https://t.co/8pUSfdJEqH",NA
"258","Find","a","job","where","there","is","room","to","grow","inside","the","organization.…","That","seems","like","a","smarter","career","strategy.","https://t.co/u29tRQI2q0"
"259","Emily","McGrath","#WG16","gives","her","tip","for","succeeding","in","a","top-tier","#MBA","program","like","ours:","https://t.co/g3WQADQSLY","via","@Forbes",NA,NA
"260","Congrats","to","Profs.","Ezekiel","Emanuel","for","making","the","2015","Influencers","in","Aging","list!","https://t.co/Le0bJsFoWA",NA,NA,NA,NA,NA,NA
"261",".@whartonmagazine","has","put","our","their","Watch","List","of","books","written","by","alumni.","Find","your","next","read:","https://t.co/uxuDUz8KRM",NA,NA,NA
"262","We","talked","with","#WhartonSF","student","Andew","Ritter","on","juggling","school,","a","#startup,","and","an","IPO:","https://t.co/dhBJLlNv1g",NA,NA,NA,NA
"263","Check","out","our","new","#PublicPolicy","brief","on","the","potential","effect","of","offering","lump","sums","for","@SocialSecurity:","https://t.co/2zvn9NK0xD",NA,NA,NA
"264","Emily","McGrath","#WG16","gives","her","tip","for","succeeding","in","a","top-tier","#MBA","program","like","ours:","https://t.co/g3WQADQSLY","via","@Forbes",NA,NA
"265","Congrats","to","Profs.","Ezekiel","Emanuel","for","making","the","2015","Influencers","in","Aging","list!","https://t.co/Le0bJsFoWA",NA,NA,NA,NA,NA,NA
"266","Having","an","improvisational","mindset","and","giving","yourself","a","fresh","start","can","lead","to","better","habits,","says","our","#research:","https://t.co/yOu0ui3Tgm",NA
"267","Former","#Apple","CEO","@johnsculley","talks","#tech","&amp;","design","gaps","on","@BizRadio111:","https://t.co/3J0XVc9TBv","#leadership","https://t.co/5C0jAVINtP",NA,NA,NA,NA,NA,NA
"268","Considering","a","Wharton","#MBA?","Don't","miss","our","virtual","@whartonfintech","event","tomorrow","at","12:30PM","ET:","https://t.co/f6UvwwW7HH","#FinTech",NA,NA,NA,NA
"269","On","10/23","the","world-wide","@Penn","community","shared","their","day","on","#Instagram:","https://t.co/XpWlixAzyx","#PennDayInLife","https://t.co/4lk5yt5cqh",NA,NA,NA,NA,NA,NA
"270","Congrats","to","@PennDPS","and","all","the","hard","working","people","at","Wharton","Operations","who","keep","our","students","safe.
https://t.co/mKED6jqiT4",NA,NA,NA
"271","Conversations","on","#Leadership","is","a","must-read","for","anyone","who","wants","to","understand","today’s","business","leaders:","https://t.co/LSLEkiBOPV",NA,NA,NA,NA
"272","With","#AppleTV","+","@Coursera","we’re","extending","our","#MOOC","availability","to","your","home:","https://t.co/29u015VvU4","#EdTech","https://t.co/I3dgd7s5Cl",NA,NA,NA,NA,NA
"273","Congrats","to","prof.","@StewFriedman","on","winning","the","@thinkers50","2015","Talent","Award:","https://t.co/e0DXDWnPVA",NA,NA,NA,NA,NA,NA,NA,NA
"274","Considering","a","Wharton","#MBA?","Don't","miss","our","virtual","event","on","#diversity","11/13","at","12pm","ET:","https://t.co/GX3Do1IbQJ","https://t.co/wroMWPnnVJ",NA,NA,NA
"275","We","can","learn","to","predict","future","events,","according","to","prof.","Philip","Tetlock:","https://t.co/ukKTcuHhMk",NA,NA,NA,NA,NA,NA,NA
"276","Junior","@Nick_Buchta","addresses","veterans'","challenges","re-adjusting","to","civilian","life","&amp;","unemployment:","https://t.co/mI9l6lBxbX","@PennWhartonPPI",NA,NA,NA,NA,NA,NA,NA
"277","Considering","a","Wharton","#MBA?","Don't","miss","our","virtual","@whartonfintech","event","11/11","at","12:30PM","ET:","https://t.co/f6UvwwW7HH","#FinTech",NA,NA,NA,NA
"278","Use","this","formula","to","quickly","gain","anyone's","trust:","https://t.co/4Dr73dES1c,","with","#research","from","prof.","@ME_Schweitzer",NA,NA,NA,NA,NA,NA
"279",".@WhartonDigital's","Conversations","on","Leadership","book","is","out,","featuring","@AdamMGrant","and","@mikeuse.","Get","it","now!","https://t.co/p8fv7QlLrB",NA,NA,NA,NA,NA
"280","Want","to","get","bang","for","your","buck","with","#online","spending?","Prof.","@j1berger's","advice","on","shareable","content","is","key:","https://t.co/JjadPLNkee",NA
"281","Like","Citizen","Kane,","Steve","Jobs","is...about","the","darkness","that","often","accompanies","greatness,","writes","@kwhitehouse:","https://t.co/4x3wRHJrwy",NA,NA,NA,NA,NA
"282","#EMBA","students","“broaden","horizons”","on","#SouthAfrica","class","trip.","See","what","they","learned:","https://t.co/Cs5umK9DrK",NA,NA,NA,NA,NA,NA,NA
"283",".@whartonmagazine","has","written","about","a","#whartongrad","working","on","a","#digital","#health","cure","for","insurance","marketing:","https://t.co/IGu8HUVAV5",NA,NA,NA,NA
"284","Now","is","probably","a","good","time","for","American","business","to","look","more","seriously","at","Africa.","–Dean","@garrett_geoff","https://t.co/N2zv8Hzmx1",NA,NA
"285","Make","sure","you","get","your","copy!","
https://t.co/0U5edNqCQU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","We're","proud","to","be","leading","the","way","with","an","increasing","number","of","women","in","our","#MBA","program:","https://t.co/DAYFQQEqPy","via","@businessbecause"
"287","Dean","@garrett_geoff","has","a","new","@LinkedInPulse","article","about","his","trip","to","#India","where","he","discusses","his","new","learnings:","https://t.co/4au5dF2LI1",NA
